author,title,year,source_title,doi,link,abstract,author_keywords,index_keywords,document_type,source,site,Latitude,Longitude,avg_depth,site_type,country,emission_type,area,target_cat,env_target,bio_target,bio_group,bio_species,bio_response
Lauritano C. and Ruocco M. and Dattolo E. and Buia M.C. and Silva J. and Santos R. and OlivÃ© I. and Costa M.M. and Procaccini G.,Response of key stress-related genes of the seagrass Posidonia oceanica in the vicinity of submarine volcanic vents,2015,Biogeosciences,10.5194/bg-12-4185-2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956535058&doi=10.5194%2fbg-12-4185-2015&partnerID=40&md5=9601feb863155c42585acddb44f984e9,"Submarine volcanic vents are being used as natural laboratories to assess the effects of increased ocean acidity and carbon dioxide (CO2) concentration on marine organisms and communities. However, in the vicinity of volcanic vents other factors in addition to CO2, which is the main gaseous component of the emissions, may directly or indirectly confound the biota responses to high CO2. Here we used for the first time the expression of antioxidant and stress-related genes of the seagrass <i>Posidonia oceanica</i> to assess the stress levels of the species. Our hypothesis is that unknown factors are causing metabolic stress that may confound the putative effects attributed to CO2 enrichment only. We analyzed the expression of 35 antioxidant and stress-related genes of <i>P. oceanica</i> in the vicinity of submerged volcanic vents located in the islands of Ischia and Panarea, Italy, and compared them with those from control sites away from the influence of vents. Reverse-transcription quantitative polymerase chain reaction (RT-qPCR) was used to characterize gene expression patterns. <br><br> Fifty-one percent of genes analyzed showed significant expression changes. Metal detoxification genes were mostly down-regulated in relation to controls at both Ischia and Panarea, indicating that <i>P. oceanica</i> does not increase the synthesis of heavy metal detoxification proteins in response to the environmental conditions present at the two vents. The up-regulation of genes involved in the free radical detoxification response (e.g., CAPX, SODCP and GR) indicates that, in contrast with Ischia, <i>P. oceanica</i> at the Panarea site faces stressors that result in the production of reactive oxygen species, triggering antioxidant responses. In addition, heat shock proteins were also activated at Panarea and not at Ischia. These proteins are activated to adjust stress-accumulated misfolded proteins and prevent their aggregation as a response to some stressors, not necessarily high temperature. <br><br> This is the first study analyzing the expression of target genes in marine plants living near natural CO2 vents. Our results call for contention to the general claim of seagrasses as ""winners"" in a high-CO2 world, based on observations near volcanic vents. Careful consideration of factors that are at play in natural vents sites other than CO2 and acidification is required. This study also constitutes a first step for using stress-related genes as indicators of environmental pressures in a changing ocean.",,carbon dioxide; climate change; detoxification; gene expression; protein; seagrass; volcanic landform; Posidonia oceanica,Article,Scopus,Panarea,38.6583,15.1,12,Hydrothermal Vents,Italy,CO2,Aeolian Arc,biological,,seagrass,,Posidonia oceanica,survival
Price R.E. and LaRowe D.E. and Italiano F. and Savov I. and Pichler T. and Amend J.P.,Subsurface hydrothermal processes and the bioenergetics of chemolithoautotrophy at the shallow-sea vents off Panarea Island (Italy),2015,Chemical Geology,10.1016/j.chemgeo.2015.04.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929619330&doi=10.1016%2fj.chemgeo.2015.04.011&partnerID=40&md5=3bdd294e986a9e0aed5d62fbe8038288,"The subsurface evolution of shallow-sea hydrothermal fluids is a function of many factors including fluid-mineral equilibria, phase separation, magmatic inputs, and mineral precipitation, all of which influence discharging fluid chemistry and consequently associated seafloor microbial communities. Shallow-sea vent systems, however, are understudied in this regard. In order to investigate subsurface processes in a shallow-sea hydrothermal vent, and determine how these physical and chemical parameters influence the metabolic potential of the microbial communities, three shallow-sea hydrothermal vents associated with Panarea Island (Italy) were characterized. Vent fluids, pore fluids and gases at the three sites were sampled and analyzed for major and minor elements, redox-sensitive compounds, free gas compositions, and strontium isotopes. The corresponding data were used to 1) describe the subsurface geochemical evolution of the fluids and 2) to evaluate the catabolic potential of 61 inorganic redox reactions for in situ microbial communities. Generally, the vent fluids can be hot (up to 135Â°C), acidic (pH1.9-5.7), and sulfidic (up to 2.5mM H2S). Three distinct types of hydrothermal fluids were identified, each with higher temperatures and lower pH, Mg and SO4, relative to seawater. Type 1 was consistently more saline than Type 2, and both were more saline than seawater. Type 3 fluids were similar to or slightly depleted in most major ions relative to seawater. End-member calculations of conservative elements indicate that Type 1 and Type 2 fluids are derived from two different sources, most likely 1) a deeper, higher salinity reservoir and 2) a shallower, lower salinity reservoir, respectively, in a layered hydrothermal system. The deeper reservoir records some of the highest end-member Cl concentrations to date, and developed as a result of recirculation of brine fluids with long term loss of steam and volatiles due to past phase separation. No strong evidence for ongoing phase separation is observed. Type 3 fluids are suggested to be mostly influenced by degassing of volatiles and subsequently dissolution of CO2, H2S, and other gases into the aqueous phase. Gibbs energies (Î´Gr) of redox reactions that couple potential terminal electron acceptors (O2, NO3-, MnIV, FeIII, SO42-, S0, CO2) with potential electron donors (H2, NH4+, Fe2+, Mn2+, H2S, CH4) were evaluated at in situ temperatures and compositions for each site and by fluid type. When Gibbs energies of reaction are normalized per kilogram of hydrothermal fluid, sulfur oxidation reactions are the most exergonic, while the oxidation of Fe2+, NH4+, CH4, and Mn2+ is moderately energy yielding. The energetic calculations indicate that the most robust microbial communities in the Panarea hot springs combine H2S from deep water-rock-gas interactions with O2 that is entrained via seawater mixing to fuel their activities, regardless of site location or fluid type. Â© 2015 Elsevier B.V.",Bioenergetics; Hydrothermal; Shallow-sea; Subsurface processes; Thermodynamics,Biochemistry; Gibbs free energy; Hot springs; Iron compounds; Isotopes; Manganese; Microorganisms; Phase equilibria; Phase separation; Precipitation (chemical); Redox reactions; Seawater; Separation; Strontium compounds; Thermodynamics; Vents; Bioenergetics; Fluid-mineral equilibria; Hydrothermal; Major and minor elements; Microbial communities; Physical and chemical parameters; Shallow sea; Terminal electron acceptors; Hydrochemistry; bioenergetics; geochemistry; hydrothermal fluid; hydrothermal vent; microbial community; seawater; thermodynamics; water-rock interaction; Italy; Lipari Islands; Messina [Sicily]; Panarea; Sicily,Article,Scopus,La Calcara,38.645895,15.075304,20,Hydrothermal Vents,Italy,CO2,Aeolian Arc,environmental,water/gas,,,,
Price R.E. and LaRowe D.E. and Italiano F. and Savov I. and Pichler T. and Amend J.P.,Subsurface hydrothermal processes and the bioenergetics of chemolithoautotrophy at the shallow-sea vents off Panarea Island (Italy),2015,Chemical Geology,10.1016/j.chemgeo.2015.04.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929619330&doi=10.1016%2fj.chemgeo.2015.04.011&partnerID=40&md5=3bdd294e986a9e0aed5d62fbe8038288,"The subsurface evolution of shallow-sea hydrothermal fluids is a function of many factors including fluid-mineral equilibria, phase separation, magmatic inputs, and mineral precipitation, all of which influence discharging fluid chemistry and consequently associated seafloor microbial communities. Shallow-sea vent systems, however, are understudied in this regard. In order to investigate subsurface processes in a shallow-sea hydrothermal vent, and determine how these physical and chemical parameters influence the metabolic potential of the microbial communities, three shallow-sea hydrothermal vents associated with Panarea Island (Italy) were characterized. Vent fluids, pore fluids and gases at the three sites were sampled and analyzed for major and minor elements, redox-sensitive compounds, free gas compositions, and strontium isotopes. The corresponding data were used to 1) describe the subsurface geochemical evolution of the fluids and 2) to evaluate the catabolic potential of 61 inorganic redox reactions for in situ microbial communities. Generally, the vent fluids can be hot (up to 135Â°C), acidic (pH1.9-5.7), and sulfidic (up to 2.5mM H2S). Three distinct types of hydrothermal fluids were identified, each with higher temperatures and lower pH, Mg and SO4, relative to seawater. Type 1 was consistently more saline than Type 2, and both were more saline than seawater. Type 3 fluids were similar to or slightly depleted in most major ions relative to seawater. End-member calculations of conservative elements indicate that Type 1 and Type 2 fluids are derived from two different sources, most likely 1) a deeper, higher salinity reservoir and 2) a shallower, lower salinity reservoir, respectively, in a layered hydrothermal system. The deeper reservoir records some of the highest end-member Cl concentrations to date, and developed as a result of recirculation of brine fluids with long term loss of steam and volatiles due to past phase separation. No strong evidence for ongoing phase separation is observed. Type 3 fluids are suggested to be mostly influenced by degassing of volatiles and subsequently dissolution of CO2, H2S, and other gases into the aqueous phase. Gibbs energies (Î´Gr) of redox reactions that couple potential terminal electron acceptors (O2, NO3-, MnIV, FeIII, SO42-, S0, CO2) with potential electron donors (H2, NH4+, Fe2+, Mn2+, H2S, CH4) were evaluated at in situ temperatures and compositions for each site and by fluid type. When Gibbs energies of reaction are normalized per kilogram of hydrothermal fluid, sulfur oxidation reactions are the most exergonic, while the oxidation of Fe2+, NH4+, CH4, and Mn2+ is moderately energy yielding. The energetic calculations indicate that the most robust microbial communities in the Panarea hot springs combine H2S from deep water-rock-gas interactions with O2 that is entrained via seawater mixing to fuel their activities, regardless of site location or fluid type. Â© 2015 Elsevier B.V.",Bioenergetics; Hydrothermal; Shallow-sea; Subsurface processes; Thermodynamics,Biochemistry; Gibbs free energy; Hot springs; Iron compounds; Isotopes; Manganese; Microorganisms; Phase equilibria; Phase separation; Precipitation (chemical); Redox reactions; Seawater; Separation; Strontium compounds; Thermodynamics; Vents; Bioenergetics; Fluid-mineral equilibria; Hydrothermal; Major and minor elements; Microbial communities; Physical and chemical parameters; Shallow sea; Terminal electron acceptors; Hydrochemistry; bioenergetics; geochemistry; hydrothermal fluid; hydrothermal vent; microbial community; seawater; thermodynamics; water-rock interaction; Italy; Lipari Islands; Messina [Sicily]; Panarea; Sicily,Article,Scopus,Black Point,38.639722,15.107778,22,Hydrothermal Vents,Italy,CO2,Aeolian Arc,environmental,water/gas,,,,
Price R.E. and LaRowe D.E. and Italiano F. and Savov I. and Pichler T. and Amend J.P.,Subsurface hydrothermal processes and the bioenergetics of chemolithoautotrophy at the shallow-sea vents off Panarea Island (Italy),2015,Chemical Geology,10.1016/j.chemgeo.2015.04.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929619330&doi=10.1016%2fj.chemgeo.2015.04.011&partnerID=40&md5=3bdd294e986a9e0aed5d62fbe8038288,"The subsurface evolution of shallow-sea hydrothermal fluids is a function of many factors including fluid-mineral equilibria, phase separation, magmatic inputs, and mineral precipitation, all of which influence discharging fluid chemistry and consequently associated seafloor microbial communities. Shallow-sea vent systems, however, are understudied in this regard. In order to investigate subsurface processes in a shallow-sea hydrothermal vent, and determine how these physical and chemical parameters influence the metabolic potential of the microbial communities, three shallow-sea hydrothermal vents associated with Panarea Island (Italy) were characterized. Vent fluids, pore fluids and gases at the three sites were sampled and analyzed for major and minor elements, redox-sensitive compounds, free gas compositions, and strontium isotopes. The corresponding data were used to 1) describe the subsurface geochemical evolution of the fluids and 2) to evaluate the catabolic potential of 61 inorganic redox reactions for in situ microbial communities. Generally, the vent fluids can be hot (up to 135Â°C), acidic (pH1.9-5.7), and sulfidic (up to 2.5mM H2S). Three distinct types of hydrothermal fluids were identified, each with higher temperatures and lower pH, Mg and SO4, relative to seawater. Type 1 was consistently more saline than Type 2, and both were more saline than seawater. Type 3 fluids were similar to or slightly depleted in most major ions relative to seawater. End-member calculations of conservative elements indicate that Type 1 and Type 2 fluids are derived from two different sources, most likely 1) a deeper, higher salinity reservoir and 2) a shallower, lower salinity reservoir, respectively, in a layered hydrothermal system. The deeper reservoir records some of the highest end-member Cl concentrations to date, and developed as a result of recirculation of brine fluids with long term loss of steam and volatiles due to past phase separation. No strong evidence for ongoing phase separation is observed. Type 3 fluids are suggested to be mostly influenced by degassing of volatiles and subsequently dissolution of CO2, H2S, and other gases into the aqueous phase. Gibbs energies (Î´Gr) of redox reactions that couple potential terminal electron acceptors (O2, NO3-, MnIV, FeIII, SO42-, S0, CO2) with potential electron donors (H2, NH4+, Fe2+, Mn2+, H2S, CH4) were evaluated at in situ temperatures and compositions for each site and by fluid type. When Gibbs energies of reaction are normalized per kilogram of hydrothermal fluid, sulfur oxidation reactions are the most exergonic, while the oxidation of Fe2+, NH4+, CH4, and Mn2+ is moderately energy yielding. The energetic calculations indicate that the most robust microbial communities in the Panarea hot springs combine H2S from deep water-rock-gas interactions with O2 that is entrained via seawater mixing to fuel their activities, regardless of site location or fluid type. Â© 2015 Elsevier B.V.",Bioenergetics; Hydrothermal; Shallow-sea; Subsurface processes; Thermodynamics,Biochemistry; Gibbs free energy; Hot springs; Iron compounds; Isotopes; Manganese; Microorganisms; Phase equilibria; Phase separation; Precipitation (chemical); Redox reactions; Seawater; Separation; Strontium compounds; Thermodynamics; Vents; Bioenergetics; Fluid-mineral equilibria; Hydrothermal; Major and minor elements; Microbial communities; Physical and chemical parameters; Shallow sea; Terminal electron acceptors; Hydrochemistry; bioenergetics; geochemistry; hydrothermal fluid; hydrothermal vent; microbial community; seawater; thermodynamics; water-rock interaction; Italy; Lipari Islands; Messina [Sicily]; Panarea; Sicily,Article,Scopus,Hot Lake,38.640533,15.110033,22,Hydrothermal Vents,Italy,CO2,Aeolian Arc,environmental,water/gas,,,,
Drab L. and Carlut J. and Hubert-Ferrari A. and Martinez P. and LePoint G. and El Ouahabi M.,"Paleomagnetic and geochemical record from cores from the Sea of Marmara, Turkey: Age constraints and implications of sapropelic deposition on early diagenesis",2015,Marine Geology,10.1016/j.margeo.2014.12.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920682767&doi=10.1016%2fj.margeo.2014.12.002&partnerID=40&md5=b4803254ad74d6e4377ab21a35904ff7,We present results of a multi-proxy analysis of two sediment cores from the Marmara Sea. The cores were analyzed using paleomagnetic and geochemical measurements. Two sapropels are documented in the last 11 kyr and are recorded in several locations across the Marmara Sea. These two sapropels have contrasting magnetic properties. The magnetic record is affected by intense early diagenesis; the most recent upper sapropelic layer has low remanence and susceptibility values. A record of paleomagnetic inclinations could still be isolated above the diagenesis front and is compared with secular variation models. The lower sapropel is identified in the deep part of the oldest studied core (Klg07) and has distinct magnetic properties characterized by high remanence and susceptibility values. Using the magnetic properties it is possible to constrain bottom water ventilation and reconnection episodes between the Marmara Sea and the Black Sea following the sea level rise during the last glacial to inter-glacial transition. Â© 2014 Elsevier B.V.,Early diagenesis; Marmara Sea; Paleomagnetism; Sapropels,Geochemistry; Geomagnetism; Glacial geology; Magnetic properties; Remanence; Sea level; Diagenesis fronts; Early diagenesis; Geochemical measurements; Marmara Sea; Multi-proxy analysis; Paleomagnetism; Sapropels; Secular variation; Sedimentology; diagenesis; geochemistry; interglacial; Last Glacial; paleomagnetism; sapropel; sea level change; sediment core; ventilation; Black Sea; Sea of Marmara; Turkey,Article,Scopus,Western High,40.807014,27.764913,592,Cold Seeps,Turkey,,Marmara Sea,environmental,sediment,,,,
Celis-PlÃ¡ P.S.M. and Hall-Spencer J.M. and Horta P.A. and Milazzo M. and Korbee N. and Cornwall C.E. and Figueroa F.L.,Macroalgal responses to ocean acidification depend on nutrient and light levels,2015,Frontiers in Marine Science,10.3389/fmars.2015.00026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008689741&doi=10.3389%2ffmars.2015.00026&partnerID=40&md5=7a9d863622af60c647b8a2697da27a0e,"Ocean acidification may benefit algae that are able to capitalize on increased carbon availability for photosynthesis, but it is expected to have adverse effects on calcified algae through dissolution. Shifts in dominance between primary producers will have knock-on effects on marine ecosystems and will likely vary regionally, depending on factors such as irradiance (light vs. shade) and nutrient levels (oligotrophic vs. eutrophic). Thus experiments are needed to evaluate interactive effects of combined stressors in the field. In this study, we investigated the physiological responses of macroalgae near a CO2 seep in oligotrophic waters off Vulcano (Italy). The algae were incubated in situ at 0.2 m depth using a combination of three mean CO2 levels (500, 700-800 and 1200 Î¼atm CO2), two light levels (100 and 70% of surface irradiance) and two nutrient levels of N, P, and K (enriched vs. non-enriched treatments) in the non-calcified macroalga Cystoseira compressa (Phaeophyceae, Fucales) and calcified Padina pavonica (Phaeophyceae, Dictyotales). A suite of biochemical assays and in vivo chlorophyll a fluorescence parameters showed that elevated CO2 levels benefitted both of these algae, although their responses varied depending on light and nutrient availability. In C. compressa, elevated CO2 treatments resulted in higher carbon content and antioxidant activity in shaded conditions both with and without nutrient enrichment-they had more Chla, phenols and fucoxanthin with nutrient enrichment and higher quantum yield (Fv/Fm) and photosynthetic efficiency (Î±ETR) without nutrient enrichment. In P. pavonica, elevated CO2 treatments had higher carbon content, Fv/Fm, Î±ETR, and Chla regardless of nutrient levels-they had higher concentrations of phenolic compounds in nutrient enriched, fully-lit conditions and more antioxidants in shaded, nutrient enriched conditions. Nitrogen content increased significantly in fertilized treatments, confirming that these algae were nutrient limited in this oligotrophic part of the Mediterranean. Our findings strengthen evidence that brown algae can be expected to proliferate as the oceans acidify where physicochemical conditions, such as nutrient levels and light, permit. Â© 2015 Celis-PlÃ¡, Hall-Spencer, Horta, Milazzo, Korbee, Cornwall and Figueroa.",Macroalgae; Nutrient availability; Ocean acidification; Phenolic compounds; Photosynthesis,,Article,Scopus,Vulcano,38.4,15,1,Hydrothermal Vents,Italy,CO2,Aeolian Arc,environmental,water,,,,
Celis-PlÃ¡ P.S.M. and Hall-Spencer J.M. and Horta P.A. and Milazzo M. and Korbee N. and Cornwall C.E. and Figueroa F.L.,Macroalgal responses to ocean acidification depend on nutrient and light levels,2015,Frontiers in Marine Science,10.3389/fmars.2015.00026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008689741&doi=10.3389%2ffmars.2015.00026&partnerID=40&md5=7a9d863622af60c647b8a2697da27a0e,"Ocean acidification may benefit algae that are able to capitalize on increased carbon availability for photosynthesis, but it is expected to have adverse effects on calcified algae through dissolution. Shifts in dominance between primary producers will have knock-on effects on marine ecosystems and will likely vary regionally, depending on factors such as irradiance (light vs. shade) and nutrient levels (oligotrophic vs. eutrophic). Thus experiments are needed to evaluate interactive effects of combined stressors in the field. In this study, we investigated the physiological responses of macroalgae near a CO2 seep in oligotrophic waters off Vulcano (Italy). The algae were incubated in situ at 0.2 m depth using a combination of three mean CO2 levels (500, 700-800 and 1200 Î¼atm CO2), two light levels (100 and 70% of surface irradiance) and two nutrient levels of N, P, and K (enriched vs. non-enriched treatments) in the non-calcified macroalga Cystoseira compressa (Phaeophyceae, Fucales) and calcified Padina pavonica (Phaeophyceae, Dictyotales). A suite of biochemical assays and in vivo chlorophyll a fluorescence parameters showed that elevated CO2 levels benefitted both of these algae, although their responses varied depending on light and nutrient availability. In C. compressa, elevated CO2 treatments resulted in higher carbon content and antioxidant activity in shaded conditions both with and without nutrient enrichment-they had more Chla, phenols and fucoxanthin with nutrient enrichment and higher quantum yield (Fv/Fm) and photosynthetic efficiency (Î±ETR) without nutrient enrichment. In P. pavonica, elevated CO2 treatments had higher carbon content, Fv/Fm, Î±ETR, and Chla regardless of nutrient levels-they had higher concentrations of phenolic compounds in nutrient enriched, fully-lit conditions and more antioxidants in shaded, nutrient enriched conditions. Nitrogen content increased significantly in fertilized treatments, confirming that these algae were nutrient limited in this oligotrophic part of the Mediterranean. Our findings strengthen evidence that brown algae can be expected to proliferate as the oceans acidify where physicochemical conditions, such as nutrient levels and light, permit. Â© 2015 Celis-PlÃ¡, Hall-Spencer, Horta, Milazzo, Korbee, Cornwall and Figueroa.",Macroalgae; Nutrient availability; Ocean acidification; Phenolic compounds; Photosynthesis,,Article,Scopus,Vulcano,38.4,15,1,Hydrothermal Vents,Italy,CO2,Aeolian Arc,biological,,algae,,"Cystoseira compressa, Padina pavonica",survival
Celis-PlÃ¡ P.S.M. and Hall-Spencer J.M. and Horta P.A. and Milazzo M. and Korbee N. and Cornwall C.E. and Figueroa F.L.,Macroalgal responses to ocean acidification depend on nutrient and light levels,2015,Frontiers in Marine Science,10.3389/fmars.2015.00026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008689741&doi=10.3389%2ffmars.2015.00026&partnerID=40&md5=7a9d863622af60c647b8a2697da27a0e,"Ocean acidification may benefit algae that are able to capitalize on increased carbon availability for photosynthesis, but it is expected to have adverse effects on calcified algae through dissolution. Shifts in dominance between primary producers will have knock-on effects on marine ecosystems and will likely vary regionally, depending on factors such as irradiance (light vs. shade) and nutrient levels (oligotrophic vs. eutrophic). Thus experiments are needed to evaluate interactive effects of combined stressors in the field. In this study, we investigated the physiological responses of macroalgae near a CO2 seep in oligotrophic waters off Vulcano (Italy). The algae were incubated in situ at 0.2 m depth using a combination of three mean CO2 levels (500, 700-800 and 1200 Î¼atm CO2), two light levels (100 and 70% of surface irradiance) and two nutrient levels of N, P, and K (enriched vs. non-enriched treatments) in the non-calcified macroalga Cystoseira compressa (Phaeophyceae, Fucales) and calcified Padina pavonica (Phaeophyceae, Dictyotales). A suite of biochemical assays and in vivo chlorophyll a fluorescence parameters showed that elevated CO2 levels benefitted both of these algae, although their responses varied depending on light and nutrient availability. In C. compressa, elevated CO2 treatments resulted in higher carbon content and antioxidant activity in shaded conditions both with and without nutrient enrichment-they had more Chla, phenols and fucoxanthin with nutrient enrichment and higher quantum yield (Fv/Fm) and photosynthetic efficiency (Î±ETR) without nutrient enrichment. In P. pavonica, elevated CO2 treatments had higher carbon content, Fv/Fm, Î±ETR, and Chla regardless of nutrient levels-they had higher concentrations of phenolic compounds in nutrient enriched, fully-lit conditions and more antioxidants in shaded, nutrient enriched conditions. Nitrogen content increased significantly in fertilized treatments, confirming that these algae were nutrient limited in this oligotrophic part of the Mediterranean. Our findings strengthen evidence that brown algae can be expected to proliferate as the oceans acidify where physicochemical conditions, such as nutrient levels and light, permit. Â© 2015 Celis-PlÃ¡, Hall-Spencer, Horta, Milazzo, Korbee, Cornwall and Figueroa.",Macroalgae; Nutrient availability; Ocean acidification; Phenolic compounds; Photosynthesis,,Article,Scopus,Vulcano,38.4,15,1,Hydrothermal Vents,Italy,CO2,Aeolian Arc,biological,,algae,,"Cystoseira compressa, Padina pavonica",photosynthesis
Szafranski K.M. and Deschamps P. and Cunha M.R. and Gaudron S.M. and Duperron S.,Colonization of plant substrates at hydrothermal vents and cold seeps in the northeast Atlantic and Mediterranean and occurrence of symbiont-related bacteria,2015,Frontiers in Microbiology,10.3389/fmicb.2015.00162,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927561224&doi=10.3389%2ffmicb.2015.00162&partnerID=40&md5=a7271e8dc3a8eb8252fde0b8484342be,"Reducing conditions with elevated sulfide and methane concentrations in ecosystems such as hydrothermal vents, cold seeps or organic falls, are suitable for chemosynthetic primary production. Understanding processes driving bacterial diversity, colonization and dispersal is of prime importance for deep-sea microbial ecology. This study provides a detailed characterization of bacterial assemblages colonizing plant-derived substrates using a standardized approach over a geographic area spanning the North-East Atlantic and Mediterranean. Wood and alfalfa substrates in colonization devices were deployed for different periods at 8 deep-sea chemosynthesis-based sites in four distinct geographic areas. Pyrosequencing of a fragment of the 16S rRNA-encoding gene was used to describe bacterial communities. Colonization occurred within the first 14 days. The diversity was higher in samples deployed for more than 289 days. After 289 days, no relation was observed between community richness and deployment duration, suggesting that diversity may have reached saturation sometime in between. Communities in long-term deployments were different, and their composition was mainly influenced by the geographical location where devices were deployed. Numerous sequences related to horizontally-transmitted chemosynthetic symbionts of metazoans were identified. Their potential status as free-living forms of these symbionts was evaluated based on sequence similarity with demonstrated symbionts. Results suggest that some free-living forms of metazoan symbionts or their close relatives, such as Epsilonproteobacteria associated with the shrimp Rimicaris exoculata, are efficient colonizers of plant substrates at vents and seeps. Â© 2015 Szafranski, Deschamps, Cunha, Gaudron and Duperron.",Cold seeps; Colonization; Deep-sea; Hydrothermal vents; Symbiont; Wood falls,Article; bacterial colonization; bacterium identification; cold seep species; DNA extraction; ecosystem; Epsilonproteobacteria; geographic distribution; hydrothermal vent; microbial community; microbial diversity; nonhuman; polymerase chain reaction; pyrosequencing; symbiont; taxonomy; Bacteria (microorganisms); Decapoda (Crustacea); Epsilonproteobacteria; Medicago sativa; Metazoa; Rimicaris exoculata,Article,Scopus,Pockmarks Area,32.533056,30.3525,1693,Pockmarks,Egypt,,Nile Deep-Sea Fan,biological,,bacteria,bacterial communities,,survival
Muller E.M. and Fine M. and Ritchie K.B.,The stable microbiome of inter and sub-tidal anemone species under increasing pCO2,2016,Scientific Reports,10.1038/srep37387,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996957392&doi=10.1038%2fsrep37387&partnerID=40&md5=ac09b92a9829ac48c0f58d850e8d7ce7,"Increasing levels of pCO2 within the oceans will select for resistant organisms such as anemones, which may thrive under ocean acidification conditions. However, increasing pCO2 may alter the bacterial community of marine organisms, significantly affecting the health status of the host. A pH gradient associated with a natural volcanic vent system within Levante Bay, Vulcano Island, Italy, was used to test the effects of ocean acidification on the bacterial community of two anemone species in situ, Anemonia viridis and Actinia equina using 16 S rDNA pyrosequencing. Results showed the bacterial community of the two anemone species differed significantly from each other primarily because of differences in the Gammaproteobacteria and Epsilonproteobacteria abundances. The bacterial communities did not differ within species among sites with decreasing pH except for A. viridis at the vent site (pH = 6.05). In addition to low pH, the vent site contains trace metals and sulfide that may have influenced the bacteria community of A. viridis. The stability of the bacterial community from pH 8.1 to pH 7.4, coupled with previous experiments showing the lack of, or beneficial changes within anemones living under low pH conditions indicates that A. viridis and A. equina will be winners under future ocean acidification scenarios. Â© The Author(s) 2016.",,"carbon dioxide; sea water; animal; aquatic species; chemistry; drug effect; growth, development and aging; microflora; pH; physiology; sea; sea anemone; Animals; Aquatic Organisms; Carbon Dioxide; Hydrogen-Ion Concentration; Microbiota; Oceans and Seas; Sea Anemones; Seawater",Article,Scopus,Vulcano,38.4,15,1,Hydrothermal Vents,Italy,CO2,Aeolian Arc,biological,,macrobenthos,Actiniaria,"Actinia equina, Anemonia viridis",survival
Muller E.M. and Fine M. and Ritchie K.B.,The stable microbiome of inter and sub-tidal anemone species under increasing pCO2,2016,Scientific Reports,10.1038/srep37387,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996957392&doi=10.1038%2fsrep37387&partnerID=40&md5=ac09b92a9829ac48c0f58d850e8d7ce7,"Increasing levels of pCO2 within the oceans will select for resistant organisms such as anemones, which may thrive under ocean acidification conditions. However, increasing pCO2 may alter the bacterial community of marine organisms, significantly affecting the health status of the host. A pH gradient associated with a natural volcanic vent system within Levante Bay, Vulcano Island, Italy, was used to test the effects of ocean acidification on the bacterial community of two anemone species in situ, Anemonia viridis and Actinia equina using 16 S rDNA pyrosequencing. Results showed the bacterial community of the two anemone species differed significantly from each other primarily because of differences in the Gammaproteobacteria and Epsilonproteobacteria abundances. The bacterial communities did not differ within species among sites with decreasing pH except for A. viridis at the vent site (pH = 6.05). In addition to low pH, the vent site contains trace metals and sulfide that may have influenced the bacteria community of A. viridis. The stability of the bacterial community from pH 8.1 to pH 7.4, coupled with previous experiments showing the lack of, or beneficial changes within anemones living under low pH conditions indicates that A. viridis and A. equina will be winners under future ocean acidification scenarios. Â© The Author(s) 2016.",,"carbon dioxide; sea water; animal; aquatic species; chemistry; drug effect; growth, development and aging; microflora; pH; physiology; sea; sea anemone; Animals; Aquatic Organisms; Carbon Dioxide; Hydrogen-Ion Concentration; Microbiota; Oceans and Seas; Sea Anemones; Seawater",Article,Scopus,Vulcano,38.4,15,1,Hydrothermal Vents,Italy,CO2,Aeolian Arc,biological,,bacteria,anemones bacteria,,survival
